,car_id,description,amount,region,make,model,year_of_man,color,condition,mileage,engine_size,selling_cond,bought_cond,trim,drive_train,reg_city,seat,num_cylinder,horse_power,body_build,fuel_type,transmission
1334,yqVK2imW3gniiug2lM9GkA4k,Honda CR-V 2008 Red, 3640000,"Lagos State, Yaba",Honda,CR-V,2008,Red,Nigerian Used,255955,2400,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
1335,wPEJvBC1ldIO7Z7GhCx4U2Hk,Toyota RAV4 2007 Silver, 3744000,"Lagos State, Amuwo-Odofin",Toyota,RAV4,2007,Silver,Nigerian Used,384426,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
1336,eV0rpCxQdv0fhRwVW1qNqxHY,BMW Z4 2003 White, 2625000,"Ondo State, Akure",BMW,Z4,2003,White,Nigerian Used,,2500,Registered,Registered,,,Abuja,,,,Convertible,Petrol,Automatic
1337,5oXwtB5K9ohsGdhgjY5aNJRO,Kia Rio 2015 Black, 3200000,"Kaduna State, Kaduna / Kaduna State",Kia,Rio,2015,Black,Nigerian Used,138586,1600,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
1338,pAeTh7BQfgEz42y3UGPG1pTf,Nissan Xterra 2001 Green, 1260000,"Oyo State, Ibadan",Nissan,Xterra,2001,Green,Nigerian Used,238999,3300,Registered,Registered,,,,,,,SUV,Petrol,Automatic
1339,8gpRh7pG02bhtV3uMz6nUAMB,Toyota Sienna 2009 Red, 3255000,"Abuja (FCT), Jabi",Toyota,Sienna,2009,Red,Nigerian Used,102460,3500,Registered,Registered,,,ABUJA,,,,SUV,Petrol,Automatic
1340,5cbC4mgniTj3mjbhhUOjwvmV,Lexus ES 330 2005 Silver, 2625000,"Edo State, Benin City",Lexus,ES,2005,Silver,Nigerian Used,3292,3300,Registered,Registered,330,Front,Lagos,5,6,,Sedan,Petrol,Automatic
1341,vaP7xJZgP52W907R6KYcbROp,Lexus RX 330 2004 Black, 3150000,"Abuja (FCT), Jabi",Lexus,RX 330,2004,Black,Nigerian Used,175330,3300,Registered,Registered,,,ABUJA,,,,SUV,Petrol,Automatic
1342,llELUgg8Fld6iW2Ui3og5Ap1,Nissan Frontier King Cab 2006 Gray, 4725000,"Kaduna State, Kaduna / Kaduna State",Nissan,Frontier,2006,Gray,Foreign Used,347939,2400,Imported,Imported,King Cab,Front Wheel,,4,6,269,Truck,Petrol,Automatic
1343,5bgtzkO0u9oGXhGwauj4LvDn,Honda Accord 2005 Blue, 945000,"Edo State, Benin City",Honda,Accord,2005,Blue,Nigerian Used,,2400,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
1344,QVTd89werCnAoE0ux1QicYk,Toyota Corolla Sedan 2005 Red, 2625000,"Lagos State, Isolo",Toyota,Corolla,2005,Red,Nigerian Used,152969,1800,Registered,Imported,Sedan,Front,LAGOS,5,4,90,Sedan,Petrol,Automatic
1345,3bG8lPqs740HW7keCsTiNBby,Ford Explorer 2016 Black, 9975000,"Abuja (FCT), Wuse",Ford,Explorer,2016,Black,Nigerian Used,81208,3500,Registered,Imported,,,Abuja,,,,SUV,Petrol,Automatic
1346,aYZXeloPgyV084v7JIHvuv52,Toyota Camry 2005 Gold, 3339000,"Lagos State, Ajah",Toyota,Camry,2005,Gold,Foreign Used,337850,2400,Imported,Imported,,,,,,,,Petrol,Automatic
1347,mP09zKg3ZAg9rnmLL9vRAzGC,Ford Edge 2008 Blue, 1575000,"Oyo State, Ibadan",Ford,Edge,2008,Blue,Nigerian Used,212774,3500,Registered,Registered,,,,,,,SUV,Petrol,Automatic
1348,uCedNlUgH3OvMEqlGQu9mOw9,Hyundai Creta 2016 Black, 6300000,"Ondo State, Akure",Hyundai,Creta,2016,Black,Nigerian Used,95511,1600,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
1349,hcgCgvZuw98x6rLsZ1Ppytr1,Volkswagen Passat 1997 White, 735000,"Lagos State, Ikorodu",Volkswagen,Passat,1997,White,Nigerian Used,231521,1800,Registered,Registered,,,Oyo,,,,,Petrol,Manual
1350,tRXXpP313LQ63J8GhsyJNyBs,Toyota Sienna 2005 Gold, 6448000,"Lagos State, Mushin",Toyota,Sienna,2005,Gold,Foreign Used,333706,3300,Imported,Imported,,,,,,,,Petrol,Automatic
1351,u5pbgRvgqUww4mSWvt6Q7wKc,Infiniti FX35 2005 Black, 2100000,"Lagos State, Ikeja",Infiniti,FX35,2005,Black,Nigerian Used,156163,3500,Registered,Registered,,,,,,,SUV,Petrol,Automatic
1352,hHOgKoTS0PMoosa7VG6FvnW,Honda Pilot 2007 Black, 2600000,"Lagos State, Ojodu",Honda,Pilot,2007,Black,Nigerian Used,164667,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
1353,6icKayrBUU2Gogg8vldocIcU,Nissan X-Trail 2005 Silver, 1260000,"Oyo State, Ibadan",Nissan,X-Trail,2005,Silver,Nigerian Used,123741,2000,Registered,Registered,,,,,,,SUV,Petrol,Manual
1354,eYy4UkJHZaGVKqhgsSYVBltT,Toyota Camry 2013 Black, 5720000,"Abuja (FCT), Mararaba",Toyota,Camry,2013,Black,Nigerian Used,106290,2500,Registered,Registered,,,Abuja,,,,,Petrol,Automatic
1355,4YGO69JuQAhDmOAOvOywk4pC,Toyota Avalon 2001 Red, 2100000,"Lagos State, Ojodu",Toyota,Avalon,2001,Red,Nigerian Used,225296,3000,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1356,C8k2EVdAPTFfcgD3ZG4NZ11A,Toyota Camry 2004 Blue, 2100000,"Lagos State, Ikorodu",Toyota,Camry,2004,Blue,Nigerian Used,160375,2400,Registered,Registered,,,,,,,,Petrol,Automatic
1357,8LVAx4WresyhuhfDMp2LxH4Y,Toyota Camry 2010 Blue, 3640000,"Ondo State, Akure",Toyota,Camry,2010,Blue,Nigerian Used,221404,2500,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
1358,5I0oz1iD5rSPBra4t6E6VDIj,Lexus RX 300 2002 Black, 2600000,"Lagos State, Alimosho",Lexus,RX 300,2002,Black,Nigerian Used,297821,3300,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
1359,mFlZsBGBFRpO6OKCugbu2DRZ,Mini Cooper 2014 Black, 8925000,"Lagos State, Ogba",Mini,Cooper,2014,Black,Foreign Used,134338,1500,Imported,Imported,,,,,,,Coupe,Petrol,Automatic
1360,aRsaLE0e9Vm7Cim7E9R1zMj1,Toyota Avalon 2015 Black, 5775000,"Lagos State, Ikotun/Igando",Toyota,Avalon,2015,Black,Nigerian Used,122556,3500,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
1361,uHW6r1GsTZ3szZ4nCB0mMzFO,Honda Accord 2013 Silver, 4935000,"Lagos State, Lekki",Honda,Accord,2013,Silver,Nigerian Used,150101,2400,Registered,Imported,,,lagos,,,,,Petrol,Automatic
1362,nnkuVgl5b9XO7OtIeJ09uxT4,Lexus ES 2005 Brown, 3120000,"Edo State, Benin City",Lexus,ES,2005,Brown,Nigerian Used,286876,3300,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1363,w64MISoq9IxOD56XjD8UcyIJ,Ford Edge 2010 Black, 2793000,"Lagos State, Ikeja",Ford,Edge,2010,Black,Nigerian Used,238103,3500,Registered,Registered,Limited 4dr AWD (3.5L 6cyl 6A),All Wheel,LAGOS,5,6,285,SUV,Petrol,Automatic
1364,e10Im2DSSmY0SmQig1HwcJrx,Honda Accord 1999 Gold, 1040000,"Lagos State, Apapa",Honda,Accord,1999,Gold,Nigerian Used,,2300,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
1365,pePqUy7C0ntycw1YWBLbVpf3,Toyota 4-Runner SR5 4x4 2004 Blue, 1680000,"Rivers State, Port-Harcourt",Toyota,4-Runner,2004,Blue,Nigerian Used,222414,4000,Registered,Imported,SR5 4x4,All Wheel,Rivers,5,6,245,SUV,Petrol,Automatic
1366,iNXbf1vGQFCVmohqfc02bF58,Audi Q7 2010 Brown, 9975000,"Lagos State, Kosofe",Audi,Q7,2010,Brown,Nigerian Used,245100,3600,Registered,Imported,,,,,,,SUV,Petrol,Automatic
1367,soJ6mKMPIcebx3cLDjLcztKs,Toyota Highlander 2005 Gold, 3150000,"Abuja (FCT), Kubwa",Toyota,Highlander,2005,Gold,Nigerian Used,121698,3300,Registered,Registered,,,Abuja,,,,SUV,Petrol,Automatic
1368,aQdbo41xxYASzM0vTccciQrJ,Honda Accord Hybrid LX V6 Automatic 2005 Gray, 1260000,"Lagos State, Isolo",Honda,Accord,2005,Gray,Nigerian Used,132304,3000,Registered,Registered,Hybrid LX V6 Automatic,Front Wheel,LAGOS,5,6,244,Sedan,Hybrid,Automatic
1369,hKwPxJAOJrv1mMGnSgBwSTbI,Toyota Sienna CE 2005 Beige, 5200000,"Lagos State, Ifako-Ijaiye",Toyota,Sienna,2005,Beige,Foreign Used,110264,3300,Imported,Imported,CE,Front Wheel,,7,6,233,Van,Petrol,Automatic
1370,mBBwLAMesGaOsveAyeFrDU2p,Toyota Camry 2005 Gray, 1995000,"Abuja (FCT), Jabi",Toyota,Camry,2005,Gray,Nigerian Used,277158,2400,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
1371,fi31Ran6jhBFwJViTS1Q2JQ4,Toyota Camry 2012 Black, 4410000,"Oyo State, Ibadan",Toyota,Camry,2012,Black,Nigerian Used,208292,2500,Registered,Imported,,,Abuja,,,,,Petrol,Automatic
1372,nb2udJWYLu243NmiGy4231Q9,Toyota Corolla 2009 Gold, 3150000,"Lagos State, Ikorodu",Toyota,Corolla,2009,Gold,Nigerian Used,236698,1800,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1373,qgK4acJLHusIE4oWKTFAyEma,Toyota RAV4 2007 Gold, 3952000,"Abuja (FCT), Jabi",Toyota,RAV4,2007,Gold,Nigerian Used,115431,3500,Registered,Registered,,,ABUJA,,,,SUV,Petrol,Automatic
1374,CxvBpNd6Kq8uHbaYxRWnIsvs,Lexus RX 300 2001 Gray, 2704000,"Lagos State, Ikeja",Lexus,RX 300,2001,Gray,Nigerian Used,323498,3000,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
1375,zQowaPu9PZxWtCcLpkXmatOQ,Mercedes-Benz M Class 2009 Gray, 5250000,"Oyo State, Ibadan",Mercedes-Benz,M Class,2009,Gray,Nigerian Used,142000,3500,Registered,Registered,,,,,,,SUV,Petrol,Automatic
1376,5mCtF7XeJ8TtgTJD53eSdSVh,Toyota Corolla 2010 Black, 6448000,"Abuja (FCT), Katampe",Toyota,Corolla,2010,Black,Foreign Used,219361,1800,Imported,Imported,,,,,,,,Petrol,Automatic
1377,chfJiZpSSgdiJThlgUxyvXe0,Toyota Sienna 2011 Gray, 8190000,"Lagos State, Ikorodu",Toyota,Sienna,2011,Gray,Foreign Used,141022,3500,Imported,Imported,,,,,,,,Petrol,Automatic
1378,5SgKnW1QWX2iP8DdxBWNCfcV,Honda Pilot EX 4x2 (3.5L 6cyl 5A) 2006 Silver, 1428000,"Imo State, Owerri",Honda,Pilot,2006,Silver,Nigerian Used,299195,3500,Registered,Imported,EX 4x2 (3.5L 6cyl 5A),Front Wheel,IMO,8,6,247,SUV,Petrol,Automatic
1379,fbnqf0plGq12SHaaKLBU0anF,Toyota Camry 2007 Gold, 2940000,"Oyo State, Ibadan",Toyota,Camry,2007,Gold,Nigerian Used,314735,2400,Registered,Imported,,,Abuja,,,,,Petrol,Automatic
1380,mfW2knOqaeCxir9JnNAV5c5m,Toyota Venza 2013 Gray, 9975000,"Oyo State, Ibadan",Toyota,Venza,2013,Gray,Foreign Used,78225,2700,Imported,Imported,,,,,,,SUV,Petrol,Automatic
1381,unMI6oMmLfLGJjDAOt7QJlVX,Honda Pilot 2006 Gray, 2313400,"Lagos State, Surulere",Honda,Pilot,2006,Gray,Nigerian Used,282569,3500,Registered,Imported,,,,,,,SUV,Petrol,Automatic
1382,wcCELVgvgzrBq0tc2Z926kXi,Lexus RX 400h 2008 Gray, 3150000,"Rivers State, Port-Harcourt",Lexus,RX 400h,2008,Gray,Nigerian Used,233062,3500,Registered,Registered,,,DELTA,,,,SUV,Hybrid,Automatic
1383,oTL6gX3Ix7YCwBhxxzxYfnjA,BMW 530i 2006 Gray, 3885000,"Lagos State, Ojodu",BMW,530i,2006,Gray,Nigerian Used,149367,3000,Registered,Imported,,,,,,,,Petrol,Automatic
1384,BWEzLFhLXJluLjygthFvxq4o,Mercedes-Benz GLC-Class 2016 Silver, 20349000,"Lagos State, Amuwo-Odofin",Mercedes-Benz,GLC-Class,2016,Silver,Foreign Used,105021,2000,Imported,Imported,,,,,,,SUV,Petrol,Automatic
1385,ChPLnnXw2Q40gpfPMoJ2zTgb,Honda Accord 2000 Green, 1580000,"Lagos State, Isolo",Honda,Accord,2000,Green,Nigerian Used,181209,3000,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1386,wbrGO7Zsio6NZwxlq0mZ1VA3,Toyota Camry 2008 Black, 3640000,"Lagos State, Isolo",Toyota,Camry,2008,Black,Nigerian Used,,2400,Registered,Registered,,,,,,,,Petrol,Automatic
1387,oMy6UQNnSqQ872WR2WaHv3X3,Honda Accord 2008 White, 5200000,"Lagos State, Ojodu",Honda,Accord,2008,White,Nigerian Used,562934,3500,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1388,cCUi7NVqjSTZcKRZPUqC9Z2n,Lexus ES 2004 Black, 2446500,"Abuja (FCT), Katampe",Lexus,ES,2004,Black,Nigerian Used,311492,3300,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
1389,7x5eMq0y3NPeUffQDxnpuDnE,Toyota Land Cruiser Prado 2010 Black, 12600000,"Rivers State, Port-Harcourt",Toyota,Land Cruiser Prado,2010,Black,Nigerian Used,77937,4000,Registered,Imported,,,,,,,SUV,Petrol,Automatic
1390,bkwGtGgGV0b1XFglPHC3349w,Lexus GX 2004 Blue, 2835000,"Lagos State, Ajah",Lexus,GX,2004,Blue,Nigerian Used,207301,4700,Registered,Imported,,,,,,,SUV,Petrol,AMT
1391,BSFmhnWbQ7VI2b5uaQ9xGGs0,Toyota Avalon 2013 Burgandy, 6800000,"Lagos State, Lekki",Toyota,Avalon,2013,Burgandy,Nigerian Used,70418,3500,Registered,Imported,,,,,,,,Petrol,Automatic
1392,wgmjZNUUpViUWgrLs46EMwbo,Nissan Pathfinder SE 2005 Black, 1672650,"Anambra State, Onitsha",Nissan,Pathfinder,2005,Black,Nigerian Used,73778,4000,Registered,Imported,SE,,Ebonyi,7,6,274,SUV,Petrol,Automatic
1393,nyJElPj3lt4Fje0DDdSoHBqs,Lexus RX 300 1999 Blue, 2392000,"Lagos State, Ifako-Ijaiye",Lexus,RX 300,1999,Blue,Nigerian Used,140384,3000,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
1394,6heYXCGmwXNPviPjpdgpQKyH,Land Rover Range Rover 2019 Black, 63000000,"Abuja (FCT), Wuse",Land Rover,Range Rover,2019,Black,Nigerian Used,19883,5000,Registered,Brand new,,,Abuja,,,,SUV,Petrol,Automatic
1395,iqYr58ixe9yG7sOPOvCMbWxO,Acura MDX 2007 Brown, 1890000,"Rivers State, Port-Harcourt",Acura,MDX,2007,Brown,Nigerian Used,138939,3700,Registered,Registered,,,Lagos,,,,SUV,Petrol,Automatic
1396,hLjPVRLXMqoafuPPzjxG1dMM,Toyota Camry 2010 Black, 3213000,"Abuja (FCT), Garki 2",Toyota,Camry,2010,Black,Nigerian Used,321489,2500,Registered,Registered,,,,,,,,Petrol,Automatic
1397,uPKp8syVUcJPrVsTstkFeHXA,Toyota Camry 2008 Gray, 3150000,"Lagos State, Ikeja",Toyota,Camry,2008,Gray,Nigerian Used,223830,2400,Registered,Imported,,,Lagos,,,,,Petrol,Automatic
1398,fvOTEGNWXx3muU0MFgRtd0yL,New Suzuki Van 2022 White, 9800000,"Lagos State, Ilupeju",Suzuki,Van,2022,White,Brand New,0,,,,,,,,,,,,Manual
1399,uKCFiOiMrKJDprGisXIoCM7h,Acura TL 2005 Silver, 1995000,"Lagos State, Alimosho",Acura,TL,2005,Silver,Nigerian Used,1,3200,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1400,BvRbiRGcfLe0499hu7vNCaaN,Toyota Sienna 2008 Silver, 4305000,"Lagos State, Ojodu",Toyota,Sienna,2008,Silver,Foreign Used,159329,3500,Imported,Imported,,,,,,,MUV,Petrol,Automatic
1401,mUI9xeWPORZcR6leHOvIUYii,Toyota Camry 2006 Gray, 2912000,"Lagos State, Ojodu",Toyota,Camry,2006,Gray,Nigerian Used,172269,2400,Registered,Imported,,,,,,,,Petrol,Automatic
1402,ckTMKHYUJftASIKSuLDBBhQt,Toyota Camry 2002 Silver, 2288000,"Lagos State, Ikeja",Toyota,Camry,2002,Silver,Nigerian Used,185495,2400,Registered,Registered,LE 4dr Sedan (2.4L 4cyl 5M),Front,LAGOS,5,4,157,Sedan,Petrol,Automatic
1403,tw3n061c7VzV05oWCjaA0z5q,Ford Edge 2007 Orange, 2205000,"Lagos State, Lekki",Ford,Edge,2007,Orange,Nigerian Used,278496,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
1404,swhd77QGO6wNRzmk0uGvRA8w,Mercedes-Benz C350 2011 Blue, 5928000,"Abuja (FCT), Gwarinpa",Mercedes-Benz,C350,2011,Blue,Nigerian Used,169914,3500,Registered,Imported,,,,,,,,Petrol,Automatic
1405,aJUVCDaIRHHbHtrzl9WNp1PG,Mazda 3 2004 Gray, 2025000,"Lagos State, Alimosho",Mazda,3,2004,Gray,Nigerian Used,247815,2300,Registered,Registered,,,LAGOS,,,,Hatchback,Petrol,Automatic
1406,C6HaxieQ7XpkTY2KCySPw6sb,Toyota Avalon 2005 Black, 2058000,"Lagos State, Yaba",Toyota,Avalon,2005,Black,Nigerian Used,218867,3500,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
1407,2NKS5Mtw2gxRP6HdaRGLuKgZ,Volkswagen Golf 2005 Silver, 2887500,"Lagos State, Alimosho",Volkswagen,Golf,2005,Silver,Foreign Used,123852,1600,Imported,Imported,,,,,,,,Petrol,Manual
1408,pAUFIkGwiz756VLCgW3njig5,Toyota Venza V6 2009 Red, 4200000,"Abuja (FCT), Garki 2",Toyota,Venza,2009,Red,Nigerian Used,123495,3500,Registered,Registered,V6,Front Wheel,,5,6,273,SUV,Petrol,Automatic
1409,wII0NzXTuxGhfXgIRwfvIDQy,New Suzuki Swift 2022 Blue, 13426000,"Lagos State, Ilupeju",Suzuki,Swift,2022,Blue,Brand New,0,,,,,,,,,,,,Automatic
1410,vCNW1cL8Rha6nEzf4vzTsNN,Mitsubishi SpaceWagon 1999 Silver, 1365000,"Oyo State, Ibadan",Mitsubishi,SpaceWagon,1999,Silver,Nigerian Used,245967,2400,Registered,Registered,,,,,,,,Petrol,Automatic
1411,1uZbeHGEJR7xnU3Va3V9U24e,Toyota Camry 2014 Black, 6300000,"Lagos State, Yaba",Toyota,Camry,2014,Black,Foreign Used,89208,2500,Imported,Imported,,,,,,,,Petrol,Automatic
1412,rUkzZpWd9Pq5ojU3XHDiLRLP,Nissan Frontier 2013 Gray, 6300000,"Abuja (FCT), Gwarinpa",Nissan,Frontier,2013,Gray,Nigerian Used,111305,4000,Registered,Imported,,,,,,,Truck,Petrol,Automatic
1413,5Eh4e3hQy038J4eFhFVxKgH1,New Suzuki Jimny 2022 Gold, 21658000,"Lagos State, Ilupeju",Suzuki,Jimny,2022,Gold,Brand New,0,,,,,,,,,,,,Automatic
1414,kqibqaHtEyrGf2TObx1sC6th,Kia Cerato 2014 Silver, 3952000,"Rivers State, Port-Harcourt",Kia,Cerato,2014,Silver,Nigerian Used,74843,1600,Registered,Brand new,,,,,,,,Petrol,Automatic
1415,CrrKkj8DokuLpr62DmpLId6N,Hyundai Santa Fe 2013 Gray, 10500000,"Oyo State, Ibadan",Hyundai,Santa Fe,2013,Gray,Foreign Used,120674,2400,Imported,Imported,,,,,,,SUV,Petrol,Automatic
1416,JEqwTH0A77I8QhyI05vSdUE,Mercedes-Benz C180 2003 Silver, 1260000,"Edo State, Benin City",Mercedes-Benz,C180,2003,Silver,Nigerian Used,10112,2000,Registered,Registered,,,Edo,,,,,Petrol,Manual
1417,3CgDLHYdUq6AyvPDXdSb93tK,New Suzuki Alto 2022 Red, 7840000,"Lagos State, Ilupeju",Suzuki,Alto,2022,Red,Brand New,0,,,,,,,,,,,,Manual
1418,hl1930HrAIHDE4ZEOWEo8oVU,Mercedes-Benz C300 2019 Black, 16800000,"Lagos State, Lekki",Mercedes-Benz,C300,2019,Black,Foreign Used,21877,2000,Imported,Imported,,,,,,,,Petrol,Automatic
1419,u4syZIGdgibtNwtjFsQosGIT,Honda Civic 2008 Black, 1627500,"Abuja (FCT), Gwarinpa",Honda,Civic,2008,Black,Nigerian Used,210186,1800,Registered,Registered,,,,,,,,Petrol,Automatic
1420,wuU0MaVjWmZ7HGjt9S6m9gh,Acura MDX 2005 Gray, 3120000,"Abuja (FCT), Mararaba",Acura,MDX,2005,Gray,Nigerian Used,300065,3500,Registered,Registered,,,Abuja,,,,SUV,Petrol,Automatic
1421,qetl8Qo0UhhL04tAWCXd0w2b,Toyota Sienna 2006 Blue, 2488500,"Lagos State, Ogba",Toyota,Sienna,2006,Blue,Nigerian Used,447327,3300,Registered,Registered,,,,,,,,Petrol,Automatic
1422,1mWgK3DlEofz7wxD5MJI2cWL,Lexus ES 2004 Silver, 2912000,"Lagos State, Ifako-Ijaiye",Lexus,ES,2004,Silver,Nigerian Used,90865,3300,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
1423,9Yawnt0xRagEpZbyPQVD898J,Mercedes-Benz 190E 1988 Gold, 892500,"Akwa Ibom State, Uyo",Mercedes-Benz,190E,1988,Gold,Nigerian Used,186815,2200,Registered,Registered,,,EBONYI,,,,,Petrol,Automatic
1424,napjyT7s6gX2KD9RU6FjWK3b,Toyota Sienna 2008 Red, 2625000,"Ogun State, Ado-Odo/Ota",Toyota,Sienna,2008,Red,Nigerian Used,374110,3500,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1425,sLbmbRQhtcIzZ0S8irtPdyJl,Ford Explorer 4.6 2003 Blue, 1575000,"Lagos State, Ifako-Ijaiye",Ford,Explorer,2003,Blue,Nigerian Used,,4000,Registered,Imported,4.6,All Wheel,,5,8,239,SUV,Petrol,Automatic
1426,llFxsnFq4OiNowXKK5mi02Si,Toyota Highlander Base FWD 2002 Gold, 3640000,"Akwa Ibom State, Uyo",Toyota,Highlander,2002,Gold,Nigerian Used,240575,3300,Registered,Imported,Base FWD,Front Wheel,LAGOS,5,4,155,SUV,Petrol,Automatic
1427,BKtBqVvU4mIub8SpgnW4qVVN,Mitsubishi Lancer 2009 Black, 2100000,"Lagos State, Ikorodu",Mitsubishi,Lancer,2009,Black,Nigerian Used,164712,2800,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
1428,85cVZIU0lf6RcTgZicaoVuXm,Toyota Camry 2008 Black, 4160000,"Abuja (FCT), Kubwa",Toyota,Camry,2008,Black,Nigerian Used,245683,2400,Registered,Registered,,,Abuja,,,,,Petrol,Automatic
1429,dEnulzTxn1B9uEADmdeleEWc,Pontiac Vibe 2006 Blue, 2600000,"Abuja (FCT), Kubwa",Pontiac,Vibe,2006,Blue,Nigerian Used,235688,1800,Registered,Registered,,,Abuja,,,,Hatchback,Petrol,Automatic
1430,grFeSjcRvxbjC3TD3iesQqxK,Honda Accord 2007 Red, 2340000,"Lagos State, Mushin",Honda,Accord,2007,Red,Nigerian Used,442380,2400,Registered,Imported,,,,,,,,Petrol,Automatic
1431,ynt32nb2ncYuZd3dtQFR5Pt1,New Suzuki Grand Vitara 2022 Blue, 24794000,"Lagos State, Ilupeju",Suzuki,Grand Vitara,2022,Blue,Brand New,0,,,,,,,,,,,,Automatic
1432,nAxHegM9LHQNV0zvmkJaiZLX,Volkswagen Passat 2003 Silver, 1050000,"Lagos State, Yaba",Volkswagen,Passat,2003,Silver,Nigerian Used,259111,,Registered,Registered,,,LAGOS,,,,,Petrol,Manual
1433,ar9TqTfA0dOR9VnIHHLE8lTY,Lexus ES 2009 Red, 3780000,"Edo State, Benin City",Lexus,ES,2009,Red,Nigerian Used,122927,35000,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
1434,2JYitWgIPn0MS6GZItUD5WCB,Toyota Sienna 2005 Blue, 2940000,"Delta State, Oshimili South",Toyota,Sienna,2005,Blue,Nigerian Used,392831,3300,Registered,Registered,,,DELTA,,,,,Petrol,Automatic
1435,v65JtAZYXUj5cIdmrTCSCD4q,Toyota Camry 2008 Gray, 2772000,"Ondo State, Akure",Toyota,Camry,2008,Gray,Nigerian Used,382108,2400,Registered,Registered,XLE 4dr Sedan (2.4 4cyl 5A),Front,Lagos,5,4,158,Sedan,Petrol,Automatic
1436,3Dkx2qixPLiQbwesjBHjuhUI,Land Rover Lr3 2006 Silver, 2730000,"Lagos State, Ajah",Land Rover,Lr3,2006,Silver,Nigerian Used,227967,4400,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
1437,ig21vlVqiENC6lkTqk2MYNwh,Lexus ES 350 2007 Silver, 4592000,"Imo State, Owerri",Lexus,ES,2007,Silver,Nigerian Used,468465,3500,Registered,Registered,350,Front Wheel,IMO,5,6,272,Sedan,Petrol,Automatic
1438,CeoBoMrGKQkzlf2C9oUnKUHP,Pontiac Vibe 2005 Blue, 3675000,"Abuja (FCT), Kubwa",Pontiac,Vibe,2005,Blue,Foreign Used,287963,1800,Imported,Imported,,,,,,,Hatchback,Petrol,Automatic
1439,hTC8yivmApGFlkwQpyUGklkC,Mercedes-Benz GLK-Class 2010 White, 10192000,"Lagos State, Ikorodu",Mercedes-Benz,GLK-Class,2010,White,Nigerian Used,149061,3500,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
1440,cvtkMN6mhH4sH0okg9pF36cX,Toyota Highlander Hybrid Limited 2009 Blue, 6300000,"Lagos State, Ajah",Toyota,Highlander,2009,Blue,Foreign Used,345280,3300,Imported,Imported,Hybrid Limited,All Wheel,,7,6,212,SUV,Petrol,Automatic
1441,rR0lqwJvv77f7QvfPuVT6s3a,Lexus RX 300 1999 Gray, 1995000,"Lagos State, Ikorodu",Lexus,RX 300,1999,Gray,Nigerian Used,421241,3300,Registered,Registered,,,,,,,SUV,Petrol,Automatic
1442,BepjmMLvJd8xoBF7YEnrQ8ti,Lexus ES 2003 Black, 2142000,"Oyo State, Ibadan",Lexus,ES,2003,Black,Nigerian Used,357310,3000,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
1443,6xsBnOkh1bNg9ipQSStKEPgP,Infiniti QX4 2003 Silver, 2625000,"Abuja (FCT), Mararaba",Infiniti,QX4,2003,Silver,Nigerian Used,173781,3500,Registered,Registered,,,RIVER STATE,,,,SUV,Petrol,Automatic
1444,dvZeYxDHmwNgRBkiA3oSxEta,Honda Odyssey 2.4 2WD 2007 Blue, 1890000,"Imo State, Owerri",Honda,Odyssey,2007,Blue,Nigerian Used,201317,3500,Registered,Registered,2.4 2WD,Front Wheel,LAGOS,7,4,160,SUV,Petrol,Automatic
1445,aTangWbF6c7HRiwSZxYpCLua,Honda Accord 2004 Silver, 1456000,"Lagos State, Alimosho",Honda,Accord,2004,Silver,Nigerian Used,327769,3000,Registered,Imported,,,OGUN,,,,,Petrol,Automatic
1446,dMRVV64igPq2Y8zWyMjr5VZ3,Honda Pilot 2006 Gray, 2587500,"Lagos State, Alimosho",Honda,Pilot,2006,Gray,Nigerian Used,249996,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
